time (s),thrust (m/s^2),acc (m/s^2),rotation rate (rad/s)
28.12,2.065846827,0.545778538,-0.067587918
28.13,-0.229455377,0.907309524,0.226604243
28.14,-0.685063948,-0.116396337,0.73204699
28.15,-0.373890119,-0.02215182,-0.341403401
28.16,-0.437158091,0.021509165,0.430568737
28.17,0.520095778,-1.231340073,0.352343363
28.18,2.700384361,0.199036314,-0.117873892
28.19,1.280436989,0.954802824,0.762775786
28.2,0.568456723,-1.100815299,-0.092806732
28.21,-0.035020657,0.60799124,0.580132587
28.22,-2.246903098,-0.7986787,-0.202723251
28.23,0.984157336,0.401410386,-0.307356775
28.24,0.832705279,-0.374026988,0.015732325
28.25,0.357015231,-2.356019051,-0.745583967
28.26,0.286264523,-0.884859111,-0.1522377
28.27,-0.247886596,0.040252672,-0.275140434
28.28,0.273057134,-0.660640626,0.126951121
28.29,1.809961948,-1.117097298,-0.336066592
28.3,0.228673586,0.264376033,0.254882274
28.31,1.118380872,0.215978824,0.17776551
28.32,0.00629579,-0.356309703,0.191872332
28.33,0.447426774,0.529650535,0.165185123
28.34,0.829154923,-0.692990357,-0.022167231
28.35,-1.846102212,1.793965451,0.710370852
28.36,-0.563597487,0.134133612,-0.362207678
28.37,-0.957866901,0.009314965,-0.068231803
28.38,1.357489364,-1.030083821,-0.184828499
28.39,0.788610323,1.124146267,-0.57353292
28.4,0.211732034,-0.841630963,1.254457365
28.41,2.081026251,0.666142814,0.523202435
28.42,0.413381557,0.291310216,-0.077056812
28.43,0.23797113,-0.75664619,0.873402746
28.44,0.344142433,0.522812841,0.483430214
28.45,-0.245994936,-1.090286429,0.46352487
28.46,-1.326897368,-1.144564298,0.134843639
28.47,0.507544725,-1.223198961,0.868080288
28.48,-0.324842818,-0.083377885,-0.617455991
28.49,0.092965166,0.067443433,-0.513469634
28.5,-0.51087095,-0.473532966,-0.668762748
28.51,-0.517508095,-0.380528444,-0.343577976
28.52,-0.90911466,-0.59643518,0.56918734
28.53,1.148907428,-1.469987388,-0.393217832
28.54,1.526722337,0.014734228,0.44954115
28.55,1.339119096,-0.058971271,0.0569439
28.56,0.749896398,-0.67942804,0.228069231
28.57,0.638016612,-0.896536041,-0.961733198
28.58,0.738164977,-0.671209677,0.443646408
28.59,0.38121301,1.02622176,0.411945731
28.6,0.03041453,-0.469128701,1.221638339
28.61,-0.242877009,0.807753486,-0.606139297
28.62,1.171280014,-0.487900676,0.023033097
28.63,0.95682196,-0.882624791,0.229154876
28.64,-0.630965127,0.07028275,0.035662087
28.65,-0.069932282,-0.542308851,-0.623514511
28.66,0.705916906,-0.940214544,0.084898082
28.67,-1.339790881,0.153471242,0.714481433
28.68,0.985330173,1.212881262,-0.408162292
28.69,0.639143946,-0.220935777,0.564060229
28.7,0.334815028,2.05014435,0.338945434
28.71,-0.370316223,0.52678706,-0.296271797
28.72,0.462868278,0.19105726,-0.306341273
28.73,-0.114458188,0.917572806,-0.78228078
28.74,-0.95337699,-2.038223021,-0.0881458
28.75,-1.277706193,-0.279043139,0.027089373
28.76,-0.884016771,-1.122509008,0.682559824
28.77,-1.15289993,-1.85921679,0.044933498
28.78,-1.163774542,-0.781661358,-0.211059662
28.79,0.928351272,-1.563809124,0.486758587
28.8,1.062550638,-0.859591699,0.26771928
28.81,1.941095386,-1.072347876,-0.674994538
28.82,0.164490429,-0.696715637,-0.348722243
28.83,0.159134897,-1.719085721,-0.141699591
28.84,-0.480767069,0.188934943,0.487623392
28.85,-0.000841227,-0.163680975,0.76894288
28.86,0.093507235,0.890510796,0.319350972
28.87,0.833871199,0.321479904,-0.222426568
28.88,-0.895468387,-1.885002825,-0.637208223
28.89,0.08574119,0.974212914,-0.491439486
28.9,0.380822609,-0.680203815,0.378619666
28.91,-0.211238509,0.458640508,0.663405953
28.92,-0.66623192,1.205507703,-0.249812213
28.93,0.325294986,0.535219562,-0.427178354
28.94,0.217467101,0.719954397,-0.081364006
28.95,-0.517115952,1.178908287,-0.901186497
28.96,0.294757431,-0.603307615,0.518377429
28.97,-0.198062325,-0.244664692,0.998587212
28.98,-0.155286466,0.904294475,1.140543954
28.99,-0.174113891,-1.687838399,0.473784766
29,0.806484117,-0.076356295,0.148854707
29.01,-1.362635029,1.505364218,0.722212224
29.02,0.052381163,-0.070801947,-0.017261014
29.03,-0.867852881,-0.524294573,-0.072440075
29.04,-1.188443053,-0.375805161,-0.204539091
29.05,1.024993733,0.113678728,0.354934373
29.06,0.19130377,1.404050185,0.338320177
29.07,0.138423504,-0.061470354,0.181782854
29.08,0.702363581,-1.04791046,0.259137432
29.09,-1.144761459,0.857550094,0.013586165
29.1,0.346953876,-0.335694566,-0.311503323
29.11,-1.417116155,-0.088515129,0.183086658
29.12,0.959356224,0.046357084,-0.669845991
29.13,-0.679648731,0.217750923,0.218030626
29.14,0.735020635,-0.061300673,0.609670638
29.15,0.55805047,-0.127181665,-0.657866845
29.16,1.235832313,-1.33861584,-1.229402211
29.17,1.289551561,-0.30397684,-0.057474011
29.18,-0.600083091,-0.029937302,-0.103304769
29.19,-0.34437727,1.024437925,-0.124652787
29.2,-1.258887299,-0.20973158,0.332020232
29.21,-0.345865568,-1.420843969,0.087574792
29.22,-1.92316792,0.992521356,-0.000295951
29.23,-1.624349705,-0.701727032,-0.141913667
29.24,-1.356743013,-0.262283298,0.431653078
29.25,1.6533195,-0.969329236,0.856784733
29.26,-0.507980194,1.081486485,0.049205731
29.27,-0.502875488,0.763487167,0.45130597
29.28,0.845914239,-0.016276886,-0.200606843
29.29,0.23351605,0.991562302,-0.765876017
29.3,-0.420024972,-0.74379325,-0.727402477
29.31,-0.42542885,-0.338009747,0.204886772
29.32,-1.066141489,-0.824767813,-0.141235082
29.33,-0.002478264,0.781193113,0.263898433
29.34,0.019336931,0.316828985,0.181096085
29.35,-0.282687907,0.645728772,0.842369092
29.36,0.280301318,-0.24469352,1.076459707
29.37,-0.667778168,-0.620361948,0.611978851
29.38,1.737287507,-0.69482583,-0.18911612
29.39,-0.668750598,-1.032720371,0.534828549
29.4,0.68172958,1.261654785,0.444679549
29.41,-0.046726875,1.382054264,0.362342298
29.42,1.58796803,-1.065944545,0.058727171
29.43,-0.546980217,-1.764957483,0.658679233
29.44,0.000786282,0.063351251,-0.391177021
29.45,-0.038580713,-1.051469904,-0.425174276
29.46,1.000025774,-1.584719297,-0.456367464
29.47,-0.654787414,-0.782018883,0.464038163
29.48,0.116431537,-0.694470437,0.151310867
29.49,0.962790216,-0.254251356,-0.229340748
29.5,1.667881365,-0.01981143,0.63437461
29.51,-0.433880233,-0.560609624,0.247637317
29.52,1.204548376,0.725671964,0.528761911
29.53,-0.023084865,0.118346309,0.560386939
29.54,0.564581855,-0.862777839,-0.444861592
29.55,0.602085132,0.574436667,-0.964131672
29.56,-0.745992994,-0.29900623,-0.018473755
29.57,0.702549839,-0.424220414,0.430650501
29.58,-0.782213281,-1.374024303,0.336104056
29.59,-0.812076556,-1.131242555,-0.432849818
29.6,0.597198855,-1.503239272,-0.206882465
29.61,-0.41432603,0.580574589,0.344491024
29.62,-0.916614437,0.564857314,0.28953214
29.63,-1.531381768,-0.829279653,0.17133978
29.64,0.172362484,-0.361189781,1.278017098
29.65,1.897565649,-0.065332636,0.412264375
29.66,0.647912687,-0.715556941,-0.06325954
29.67,0.35719536,-0.384751732,-0.294662222
29.68,0.561971913,0.778580022,0.530360302
29.69,1.202378523,-1.872068573,0.286450905
29.7,-0.456721067,0.656891391,0.537773259
29.71,0.238577218,-0.504637235,0.139337672
29.72,1.197229178,1.032306503,0.211874652
29.73,-0.11235556,-0.931602305,-0.499850219
29.74,-1.363028331,-0.866848131,-0.012081009
29.75,2.036320488,-1.577515185,-0.366277001
29.76,0.2304495,-0.63075174,0.395037314
29.77,0.662019348,-0.582102646,0.367367375
29.78,0.078321497,-0.635122233,-0.635937226
29.79,-0.122501337,-0.669172975,-0.73554623
29.8,0.195591489,0.820215085,0.016837764
29.81,-0.438035422,0.543212155,0.479348725
29.82,0.674256978,1.305219275,-0.272575833
29.83,0.384047577,-0.135681918,-0.089335054
29.84,-0.549526675,1.049068863,-0.440962957
29.85,0.337671818,-1.434637076,0.416645121
29.86,0.410418926,-0.742958112,0.575711668
29.87,0.117795647,-0.511342818,0.556759345
29.88,-1.051501578,1.752491735,0.029645109
29.89,-0.088945332,-0.223135834,0.88869553
29.9,-0.061235418,-2.136331749,0.305655471
29.91,0.18913483,1.564959355,-0.584057959
29.92,0.606488677,0.363121637,0.527516292
29.93,0.18493926,-1.526316531,0.27218778
29.94,0.043884323,0.431311602,0.540818679
29.95,-0.372239965,0.124120987,0.674392643
29.96,0.680947504,2.288757951,0.632564621
29.97,-0.236484327,1.223335495,0.687864206
29.98,-0.518624021,-1.108777608,0.658967139
29.99,-0.889136958,0.721969419,-0.192392323
30,-0.559794069,1.027129595,-0.055349401
30.01,1.147473107,-1.19706648,1.338280733
30.02,1.373614943,1.2526753,-0.209215279
30.03,-0.785650278,-0.958439551,-0.669477213
30.04,-0.223377325,0.981315695,0.650211946
30.05,-1.512998004,-0.120812541,0.112962482
30.06,-0.233236222,-1.668961815,0.046663533
30.07,1.628993156,-1.951397219,0.172282036
30.08,-0.616785155,0.119638328,-0.004395831
30.09,-0.231931718,0.588830764,0.179378513
30.1,-2.362426699,0.783495321,-0.821130116
30.11,0.123815636,-0.10934623,0.417534187
30.12,0.978015735,-0.732230143,-0.074308211
30.13,0.26523949,1.024111931,0.114357362
30.14,1.004338919,-0.174251796,-0.058096478
30.15,0.051171956,-1.111310324,0.61921924
30.16,0.949322863,-0.681541781,-0.52864607
30.17,-1.163992483,1.337866275,0.894486871
30.18,0.371590644,0.603813247,-0.96585706
30.19,0.723474984,-0.330481147,0.147022834
30.2,-0.580859075,0.957356576,-0.020950501
30.21,1.998848113,-0.350657053,0.117465625
30.22,0.255248683,0.417278565,-0.376169671
30.23,0.866821849,-1.359130462,0.168366616
30.24,-0.322351876,-0.757293184,0.452889406
30.25,0.161211033,-0.610709086,-0.180977215
30.26,0.807346776,0.19391436,0.449788133
30.27,0.29738309,-0.696858962,0.636872629
30.28,-0.840699985,0.805449482,-0.328382927
30.29,0.554342581,-0.964845446,0.270923367
30.3,0.736789578,-0.196302928,-0.521059524
30.31,0.040992598,1.133733486,0.275707036
30.32,0.747678535,-0.124067171,-0.031636715
30.33,0.092392146,0.996138208,0.09931371
30.34,-1.284965391,-0.603416153,-0.075681593
30.35,0.304293006,-0.451990564,0.020703935
30.36,0.919358424,0.242027251,0.242387764
30.37,0.64109283,1.355175743,0.079388184
30.38,0.296362918,-0.846320624,0.451229359
30.39,0.296220635,-1.416279867,0.20321334
30.4,0.066564495,-0.228810868,0.011701227
30.41,-0.8985089,0.320607024,-0.495692273
30.42,2.117624398,-0.58372296,0.689508644
30.43,1.621426263,1.035129259,-0.135702444
30.44,0.068265941,-0.478582244,1.099241451
30.45,0.968460998,-1.992952239,0.194285457
30.46,0.873611291,0.232187909,-0.586871196
30.47,-0.217500732,-0.2468836,1.327432302
30.48,0.632088089,-0.899725919,0.044236498
30.49,1.811143102,-0.149306585,0.278364547
30.5,0.26799165,-0.232879142,-0.591663487
30.51,0.921470862,0.949343767,0.833321251
30.52,0.721565895,2.608089026,-0.697191633
30.53,1.203970926,-1.797071828,0.069729774
30.54,3.242096518,-0.883003871,-1.023765363
30.55,1.025902488,-0.622646812,0.054088377
30.56,-0.183562074,-0.30399228,0.602891107
30.57,0.327879578,-0.199859661,0.203589743
30.58,0.733970048,1.457807024,0.03058615
30.59,-0.534358105,-0.095010836,0.752188472
30.6,3.204962975,0.383194408,-0.2554506
30.61,0.729403781,-0.560289081,0.764868749
30.62,0.823988955,0.825051243,-0.827543871
30.63,2.387809642,-0.662259762,-0.154273468
30.64,2.063350419,1.454429104,-0.478247607
30.65,0.654132686,1.109612415,-0.016673929
30.66,2.088852771,-0.064538971,0.095520596
30.67,0.337200432,0.621587087,-0.206379698
30.68,0.423854287,-1.497082159,-0.290892116
30.69,1.483375333,-1.101974809,0.135242561
30.7,2.006623818,-0.060770078,-0.528005308
30.71,1.551356408,0.476224886,0.471380503
30.72,1.03110346,1.992007379,-0.154974681
30.73,1.678670509,-0.067310283,0.477205549
30.74,-1.548749961,-0.058576328,-0.422939145
30.75,2.048047887,-0.043328478,0.042299966
30.76,2.199375617,1.122627219,-0.476364765
30.77,-0.329482966,0.517216522,-0.004861082
30.78,0.270409846,-0.899726982,0.397716493
30.79,0.598143594,0.074624908,0.050556195
30.8,2.217165371,-1.287174959,0.073890208
30.81,1.725014955,-0.520954592,-0.029255058
30.82,0.223753803,-1.357754663,0.794903541
30.83,0.662583747,0.433780247,-0.057799145
30.84,1.333758213,0.627407748,-0.938570811
30.85,2.175991961,-0.596013901,-0.349142821
30.86,1.350997033,-0.479047319,-0.040632119
30.87,0.809312748,0.087813542,0.235761163
30.88,-0.005069672,0.668368131,-0.243299439
30.89,2.075743005,1.647444958,-0.044542164
30.9,2.082602903,0.484582566,0.441232298
30.91,2.049727305,-0.855797454,-0.407117084
30.92,0.417092076,0.480786976,-0.000411601
30.93,0.46241917,-0.486129587,-0.718244036
30.94,0.198040116,-0.558236416,-0.099602695
30.95,1.36770883,0.48383354,0.701389728
30.96,0.975264135,0.01363185,0.588175281
30.97,1.49517505,-1.069994203,0.05212873
30.98,0.35044933,0.143633162,-0.670074737
30.99,-0.852290622,-0.849598911,0.70781155
31,1.302848502,1.336987857,-1.778476894
31.01,2.113646649,0.072978764,-0.266774763
31.02,1.148737079,1.074744773,0.019350474
31.03,0.757417997,1.126549808,0.240297325
31.04,1.323484809,-1.448927974,-0.611849255
31.05,1.024843722,0.634015796,-0.306698197
31.06,0.824824187,0.392362274,0.222472128
31.07,1.546097676,0.644410346,-0.671672946
31.08,1.984061127,0.882926805,1.033203037
31.09,2.245028213,-0.543199754,-0.049386355
31.1,0.428084766,-0.866769526,0.164345622
31.11,2.307527814,-0.605977451,-0.186627048
31.12,1.797852311,0.616663327,0.715053747
31.13,0.650341042,-1.6153211,-0.333225856
31.14,1.189032315,0.503161046,0.914491052
31.15,1.269743219,-1.827322549,-0.74059775
31.16,0.135786802,-1.33973374,0.098616724
31.17,2.966448062,-0.633987993,-0.208638134
31.18,0.45093672,-0.281613652,0.028229754
31.19,2.851313483,0.740155683,0.047302336
31.2,0.203664765,-1.028089867,-1.04713532
31.21,2.576206236,-0.835217601,0.960264684
31.22,1.618969378,0.244681655,-0.142205467
31.23,2.434876668,-0.179976319,-0.009302019
31.24,0.76394899,0.15906011,0.739082901
31.25,3.220765983,-0.646703578,0.211318025
31.26,1.199190743,0.005077803,0.673967858
31.27,0.917043069,-0.437831239,0.627803838
31.28,2.432988171,0.481772242,-0.116800821
31.29,0.465466368,-0.08912252,-0.122160083
31.3,1.955769302,0.860213734,-0.048769584
31.31,1.828375663,1.212218903,-0.548223434
31.32,1.065210426,0.443155092,-0.43349908
31.33,2.192678846,-0.237307898,-0.260225582
31.34,2.173820314,-0.78181077,0.687098445
31.35,2.534664368,0.766783148,-0.078075421
31.36,2.124910481,-0.26995198,0.012169358
31.37,0.931942301,-0.040430963,-0.207545849
31.38,1.455943005,0.294234831,0.48351327
31.39,2.064823431,0.921325027,-0.157370295
31.4,1.038827233,1.181951208,-0.160685032
31.41,0.913155913,0.732415099,0.32795111
31.42,2.229648052,-0.10186105,-0.123015958
31.43,1.906372278,1.538973731,1.084513192
31.44,2.135014564,1.390379839,0.892181351
31.45,0.349307206,-0.27639348,-0.172710165
31.46,2.25617813,0.464177133,-0.444658132
31.47,1.694399162,-0.449137773,-0.222642941
31.48,1.218361807,-1.612203518,0.123837127
31.49,0.756976553,-0.762648866,-0.270602288
31.5,0.736802974,-0.443670966,-0.002521807
31.51,1.212175476,0.75406988,-0.063021611
31.52,1.934894948,-0.79544316,0.125602139
31.53,-0.59046636,-0.555354699,-0.699242028
31.54,1.569268317,-0.506286543,0.333075204
31.55,0.423340449,-0.038338772,-0.721627328
31.56,1.740060268,1.170550457,-0.309450383
31.57,1.035010376,0.237955664,-1.113198594
31.58,1.147323077,2.050895371,-0.159300856
31.59,0.69101591,-1.074730725,0.509463112
31.6,1.830235475,-1.275263548,-0.07955036
31.61,1.602831807,0.165577632,0.04415322
31.62,-0.364003203,-0.490305246,0.423575896
31.63,1.640864927,-0.678982779,0.586327846
31.64,1.627572725,0.449317865,-0.560470122
31.65,1.281285828,-1.729953468,0.578701976
31.66,1.042222674,-0.303445831,0.754689475
31.67,1.733469313,0.03783284,-0.552961312
31.68,2.383048743,0.452494631,-0.536460729
31.69,2.725508534,2.121629449,-0.702772606
31.7,2.61550085,1.974675959,0.792006913
31.71,1.407387101,-1.628181093,-0.539291479
31.72,2.191252174,1.556677584,0.358307652
31.73,1.380625831,0.04637191,0.477858015
31.74,1.885453666,0.047538182,0.120080892
31.75,2.547196364,-0.448200257,0.050039341
31.76,1.324802547,1.304749185,-0.451385752
31.77,2.186016535,0.258963897,0.216657923
31.78,2.515282487,0.348006423,-0.486984102
31.79,1.83918936,-0.072698565,0.139389731
31.8,1.328802467,0.654680279,-0.28111013
31.81,2.791453851,-0.644683847,-0.450480748
31.82,1.031525562,0.143214361,0.123272449
31.83,2.379467118,-0.72559776,0.296519257
31.84,3.097831769,1.024148942,0.26076127
31.85,1.344901419,0.150017062,0.101744326
31.86,2.447004402,1.788951536,0.023460708
31.87,2.54884511,0.855676761,0.521135745
31.88,2.253259034,0.420336831,-0.71948486
31.89,2.91986154,0.854585932,0.100209721
31.9,1.360363978,-0.154488767,-0.166814436
31.91,0.575691893,-1.182656822,0.191903025
31.92,1.154903489,-0.470755269,0.708936672
31.93,2.558282739,0.857062087,0.647616511
31.94,2.097427931,-1.006612162,-0.442576369
31.95,2.602995903,-0.219534118,-0.225614716
31.96,2.983845315,-1.748020667,0.409723143
31.97,2.179483732,0.702624403,0.129078692
31.98,1.940125806,-0.745285435,-0.550323546
31.99,1.486851456,-1.195284308,0.85386543
32,-1.733252616,-0.916903343,0.108890868
32.01,2.730962246,1.205708768,-0.357878592
32.02,2.498421424,0.097852172,-0.000936154
32.03,2.254469238,-1.838925714,0.787629219
32.04,2.512873089,0.296845331,0.216031726
32.05,0.634706122,0.224485363,-0.113696497
32.06,1.487150309,-0.137577301,1.086086018
32.07,1.478596028,-0.293656935,-0.71583233
32.08,1.868455787,0.570671295,-0.214701017
32.09,2.524016659,-0.071711034,-0.075488893
32.1,1.331817513,-0.256658579,-0.277364256
32.11,1.847671144,-1.380022226,0.437694853
32.12,2.430311442,0.977405571,0.217631769
32.13,2.711909835,-0.045827945,0.284039047
32.14,0.802685069,-1.452102257,-0.408084601
32.15,1.696401349,-0.328556292,-0.000371101
32.16,2.338905534,-0.801569501,0.090006714
32.17,2.503322628,-0.493204768,-0.261246136
32.18,0.846216217,-1.754998279,-0.253516842
32.19,2.208450761,-1.111297685,-0.351256254
32.2,2.098826222,-0.281064221,0.218539378
32.21,1.837448861,0.658825685,0.409481528
32.22,3.249746228,-0.338035941,-0.256800622
32.23,1.822262261,-0.75448485,-0.17705342
32.24,1.822713787,-0.181283469,-0.1858872
32.25,1.791423155,-0.69395037,-0.391959068
32.26,1.129609426,-0.716913701,0.217674974
32.27,1.530777432,-0.425477546,0.420094817
32.28,1.667621864,0.041176067,0.266774381
32.29,0.724417981,-0.776826191,-0.768586413
32.3,1.637463736,-0.291488973,0.093541213
32.31,3.99714319,-1.527709463,-0.275473992
32.32,2.149637187,-1.16106839,-0.12356153
32.33,3.966380907,0.588445996,0.45723583
32.34,0.514036218,-0.041292697,0.062371693
32.35,2.570143352,0.237427046,-0.305697368
32.36,3.038724243,-0.924818201,-0.364622777
32.37,2.919550116,2.009116488,0.674477424
32.38,2.644048578,0.268193061,0.372080211
32.39,1.712364819,-0.147099638,-0.232611725
32.4,2.017671345,-0.064522441,-0.342105223
32.41,2.884313029,-1.641063285,0.708835365
32.42,3.483025374,0.595819789,0.202173558
32.43,2.738563468,0.57284335,-0.029986787
32.44,2.249975505,0.019522236,-0.459301726
32.45,0.955056424,0.663232609,-0.020785788
32.46,1.603042232,0.16381425,-0.390322648
32.47,2.423246892,-0.354888858,-0.415553058
32.48,2.278705761,0.717947727,0.310824705
32.49,1.957023342,1.833148692,-0.713661648
32.5,1.070096573,-0.443146773,-0.308951068
32.51,2.81914794,-0.02038598,-0.51388884
32.52,1.451134872,-0.019270969,-0.083852097
32.53,2.119763679,1.455220281,0.461606242
32.54,3.045113927,-0.30575593,0.781493424
32.55,3.455282473,-1.465604372,0.421040642
32.56,2.945079329,-0.182835315,-0.505731613
32.57,2.619046873,-0.240184001,-0.310653166
32.58,2.197760864,1.112245436,-0.370659339
32.59,3.432355288,0.055971111,0.287298828
32.6,2.329144694,-1.899505321,0.163798792
32.61,0.543559501,0.345396557,0.132221939
32.62,2.727168823,-0.232312288,-0.459433136
32.63,1.992436711,-1.259221589,0.043209731
32.64,1.451804755,-1.581142915,0.365248409
32.65,0.841753372,-1.538925273,0.281678216
32.66,1.622459063,1.359254074,-0.062783184
32.67,2.479665118,-1.103633705,0.021318756
32.68,1.224347683,-0.328259937,-0.274098791
32.69,1.947670804,0.778493635,0.32565616
32.7,1.392844401,-0.802737398,0.356510579
32.71,0.918266605,-0.010899955,0.315190336
32.72,2.055241156,-0.99089239,-0.807819415
32.73,2.362540983,0.460270866,-0.447350659
32.74,1.586492168,-0.054653954,-0.407584934
32.75,2.985001286,-0.354142054,1.153491854
32.76,3.431651492,0.335316737,-0.340665221
32.77,1.973018467,-0.400985583,0.337026551
32.78,2.535443164,-0.038600602,0.002674384
32.79,3.419592082,-0.712918631,-0.698385323
32.8,2.066521866,0.718196439,-0.295225885
32.81,2.477635916,0.892707086,-0.050636399
32.82,2.782174258,-1.131175287,0.173148997
32.83,3.854079262,-0.694607785,-0.349512095
32.84,3.673141987,-1.324760778,-0.11538519
32.85,1.705895491,0.224612384,0.03779871
32.86,2.285980064,0.598750429,-0.424021622
32.87,3.486098531,-0.092152591,0.34634829
32.88,1.954742309,-0.341240703,-0.065075153
32.89,2.748594208,0.001013294,-0.701159258
32.9,4.082428254,1.808331033,-0.370481912
32.91,2.920845454,-0.445469396,-0.38783311
32.92,1.562127421,0.329500805,-0.322644574
32.93,2.116704912,-0.52057952,0.011691252
32.94,2.900964728,-0.244124995,0.01655062
32.95,1.614592324,-0.452322232,0.227583369
32.96,3.1868714,-0.297898597,0.27693541
32.97,3.725145005,0.424735044,-0.243571967
32.98,1.876673115,-0.491332883,-0.150130609
32.99,2.714350441,-1.234303847,0.268715995
33,2.538987835,-0.82742561,-0.947939295
33.01,2.162091115,-0.016579298,-0.184771152
33.02,1.828857084,-1.659694897,-0.347402534
33.03,3.821765461,0.069042472,-0.267822805
33.04,3.958388952,0.164807939,-0.30574103
33.05,2.297627631,-0.342718343,0.579867249
33.06,2.198536414,-0.639805816,-0.799886213
33.07,1.555409733,-0.36030887,-0.621069928
33.08,1.740466748,0.074490002,-0.472579099
33.09,3.41250768,0.366972043,0.141165837
33.1,2.753472143,-0.080263561,0.519958045
33.11,3.554506112,-0.897122005,-0.056883648
33.12,3.924552129,-0.694577919,0.774083381
33.13,2.530397915,0.417135446,-0.63451161
33.14,2.059826197,-0.840930075,-0.078776584
33.15,2.66800122,0.612903595,-0.363910767
33.16,5.114488305,0.664157118,-0.321976104
33.17,1.337701287,1.327420396,-0.028248557
33.18,2.907018861,-1.021855917,-0.210914929
33.19,4.15200365,-0.065869015,-0.255518749
33.2,3.184944815,0.635702453,0.219211501
33.21,3.117820732,0.134190807,0.716537575
33.22,0.913636663,0.022192227,0.280563882
33.23,4.811922976,-0.321014442,-0.638066948
33.24,3.739386264,0.96351766,0.388125938
33.25,2.03507889,0.879338612,0.307045719
33.26,4.431338769,-0.528529926,-0.025521051
33.27,2.017243967,0.68912923,-0.298741251
33.28,3.36795682,0.87452913,0.21689735
33.29,2.482783857,-0.251409067,0.448762495
33.3,3.387966741,0.787582734,-0.154034128
33.31,1.777707501,-1.207679794,-0.584648727
33.32,2.79643793,-0.285456896,0.339356929
33.33,3.058551155,-0.320174381,-0.645100695
33.34,3.110602964,-0.714036295,0.118264214
33.35,2.298752305,0.331325214,0.325148873
33.36,3.433943567,-0.164260001,-1.152943124
33.37,3.912120667,-0.115067002,0.453283606
33.38,1.267115083,-0.341891658,-0.234479771
33.39,3.01463263,0.05295888,0.807349893
33.4,2.273014014,-0.0269953,0.478879092
33.41,1.339377304,-0.555650674,0.359023295
33.42,-0.692324029,0.424940833,-0.298063276
33.43,1.818228171,1.814850564,0.993893558
33.44,3.915964298,0.119008216,0.818563136
33.45,2.462328456,0.347434743,0.146156462
33.46,3.950724131,-0.182323474,0.253798608
33.47,2.838196746,0.500708587,0.373735467
33.48,2.255598243,-0.641119109,-0.082482898
33.49,2.425905834,-1.553652606,-0.221274048
33.5,2.496100083,-0.476524142,-0.243629138
33.51,2.690889177,0.483724924,-0.03691986
33.52,2.302309544,-0.438603002,0.197698729
33.53,1.528588732,0.391941361,-0.510134811
33.54,1.541783452,-0.010549294,0.570097008
33.55,2.529154881,-1.997551203,0.680971487
33.56,3.598815985,-0.095812519,-0.458659912
33.57,3.395707309,-0.31914398,0.455120906
33.58,4.240046669,-2.020911563,-0.011518296
33.59,2.06827285,0.335835144,-0.500620276
33.6,4.079475268,0.794588262,0.815561077
33.61,2.551232591,-0.356085142,1.452914296
33.62,1.984999144,0.72118533,0.053621012
33.63,1.494595277,-0.673758989,-0.198875691
33.64,3.718151753,-0.269939092,-0.416560898
33.65,2.612392957,-0.288190033,-0.105883921
33.66,3.042724457,0.013407795,-0.54847119
33.67,3.726743748,1.069661979,-0.117458441
33.68,2.337125112,0.825185703,0.294576776
33.69,4.401499257,0.831148237,0.062362314
33.7,3.464511971,0.093778726,0.2164115
33.71,3.699739464,0.167750944,-0.304981108
33.72,2.940601714,0.02114109,-0.005259199
33.73,2.403811309,1.060076862,0.618840617
33.74,1.90148863,0.395361678,0.098131223
33.75,4.574804789,0.564773172,0.277406344
33.76,3.402780898,0.106347969,-0.073386149
33.77,2.674520699,-1.620152306,0.624432208
33.78,2.412997396,-0.943519834,0.017195914
33.79,3.198197804,-0.330658169,0.242636291
33.8,4.040893092,-0.249801211,0.733787467
33.81,1.881383898,-1.809571734,0.438556008
33.82,3.159719395,-2.277424142,-0.115881768
33.83,2.429286733,-0.522891076,-0.634059919
33.84,2.648583647,-1.464366837,0.872566282
33.85,3.531325705,-1.082548097,-1.024385784
33.86,3.754583144,-0.050043091,0.802302316
33.87,4.280840802,0.720730543,-0.123887205
33.88,2.05750016,1.022734954,-0.534280425
33.89,2.586903312,-2.451365358,-0.408215676
33.9,4.354642918,0.389930919,1.116445192
33.91,2.63350407,-1.547048298,0.309494864
33.92,2.700594017,-1.233956839,0.089997087
33.93,2.848154955,-0.643322254,0.841124799
33.94,3.589842467,-0.066256717,0.196040659
33.95,1.695818628,1.012792523,-0.34800508
33.96,4.045092602,-0.485660575,-0.536721412
33.97,3.084106616,-0.261892864,0.036859793
33.98,2.770712488,0.54606596,-0.040718923
33.99,4.888974496,-0.05235801,0.056989514
34,2.092362999,0.60917184,-0.03810755
34.01,2.872181999,0.192469111,-0.877885835
34.02,3.040875157,-0.640135351,-0.363254499
34.03,4.239932526,0.828606126,-0.427023971
34.04,2.331896252,0.129279109,-0.721768713
34.05,2.787769861,-0.534459697,0.465782342
34.06,1.585386895,-1.280685019,1.015498225
34.07,3.121064748,-0.380791604,-0.602694233
34.08,3.143993638,0.973279797,1.706659655
34.09,1.796846408,0.277760073,0.039150397
34.1,4.24593848,-0.57668119,0.052572829
34.11,2.61679529,1.289760398,0.131616172
34.12,2.163775371,1.229071477,0.639414777
